,year,region,location,adm,prim_0,sec_0
583,2018,Distrito Federal,Urbana,Pública,20.4,30
584,2018,Distrito Federal,Rural,Pública,22.8,32.4
0,2019,Brasil,Total,Total,16.2,26.2
1,2019,Brasil,Urbana,Total,14.9,25.6
2,2019,Brasil,Rural,Total,24.9,38.0
3,2019,Brasil,Total,Federal,13.2,18.7
4,2019,Brasil,Urbana,Federal,13.2,18.7
5,2019,Brasil,Rural,Federal,7.5,18.4
6,2019,Brasil,Total,Estadual,18.4,29.3
7,2019,Brasil,Urbana,Estadual,17.9,28.7
8,2019,Brasil,Rural,Estadual,27.1,40.3
9,2019,Brasil,Total,Municipal,18.8,23.2
10,2019,Brasil,Urbana,Municipal,17.2,20.9
11,2019,Brasil,Rural,Municipal,24.8,44.1
12,2019,Brasil,Total,Privada,4.7,7.0
13,2019,Brasil,Urbana,Privada,4.6,6.7
14,2019,Brasil,Rural,Privada,9.7,24.0
15,2019,Brasil,Total,Pública,18.7,28.9
16,2019,Brasil,Urbana,Pública,17.5,28.4
17,2019,Brasil,Rural,Pública,25.1,38.5
18,2019,Norte,Total,Total,24.2,39.9
19,2019,Norte,Urbana,Total,20.2,38.0
20,2019,Norte,Rural,Total,34.6,54.2
21,2019,Norte,Total,Federal,8.9,17.8
22,2019,Norte,Urbana,Federal,8.9,17.4
23,2019,Norte,Rural,Federal,,21.3
24,2019,Norte,Total,Estadual,25.6,42.9
25,2019,Norte,Urbana,Estadual,23.8,41.1
26,2019,Norte,Rural,Estadual,38.1,55.7
27,2019,Norte,Total,Municipal,26.2,38.0
28,2019,Norte,Urbana,Municipal,21.3,38.0
29,2019,Norte,Rural,Municipal,34.3,
30,2019,Norte,Total,Privada,4.8,8.9
31,2019,Norte,Urbana,Privada,4.6,8.1
32,2019,Norte,Rural,Privada,14.3,29.8
33,2019,Norte,Total,Pública,26.0,42.1
34,2019,Norte,Urbana,Pública,22.2,40.3
35,2019,Norte,Rural,Pública,34.7,54.7
36,2019,Nordeste,Total,Total,21.7,33.1
37,2019,Nordeste,Urbana,Total,20.8,32.5
38,2019,Nordeste,Rural,Total,24.4,40.4
39,2019,Nordeste,Total,Federal,12.3,22.4
40,2019,Nordeste,Urbana,Federal,12.6,22.1
41,2019,Nordeste,Rural,Federal,7.5,24.1
42,2019,Nordeste,Total,Estadual,34.9,36.2
43,2019,Nordeste,Urbana,Estadual,34.4,35.8
44,2019,Nordeste,Rural,Estadual,39.6,41.5
45,2019,Nordeste,Total,Municipal,24.1,57.0
46,2019,Nordeste,Urbana,Municipal,24.1,60.2
47,2019,Nordeste,Rural,Municipal,24.0,53.8
48,2019,Nordeste,Total,Privada,6.4,8.9
49,2019,Nordeste,Urbana,Privada,6.3,8.3
50,2019,Nordeste,Rural,Privada,10.2,32.5
51,2019,Nordeste,Total,Pública,25.2,35.8
52,2019,Nordeste,Urbana,Pública,25.5,35.4
53,2019,Nordeste,Rural,Pública,24.5,40.6
54,2019,Sudeste,Total,Total,11.1,19.5
55,2019,Sudeste,Urbana,Total,10.9,19.4
56,2019,Sudeste,Rural,Total,15.7,21.3
57,2019,Sudeste,Total,Federal,15.0,18.1
58,2019,Sudeste,Urbana,Federal,15.0,18.5
59,2019,Sudeste,Rural,Federal,,15.0
60,2019,Sudeste,Total,Estadual,12.7,22.0
61,2019,Sudeste,Urbana,Estadual,12.6,22.0
62,2019,Sudeste,Rural,Estadual,17.3,22.7
63,2019,Sudeste,Total,Municipal,13.0,14.7
64,2019,Sudeste,Urbana,Municipal,12.8,14.6
65,2019,Sudeste,Rural,Municipal,15.7,20.0
66,2019,Sudeste,Total,Privada,4.2,6.7
67,2019,Sudeste,Urbana,Privada,4.1,6.6
68,2019,Sudeste,Rural,Privada,7.6,16.9
69,2019,Sudeste,Total,Pública,12.9,21.8
70,2019,Sudeste,Urbana,Pública,12.7,21.8
71,2019,Sudeste,Rural,Pública,16.0,21.7
72,2019,Sul,Total,Total,14.2,22.9
73,2019,Sul,Urbana,Total,14.1,22.9
74,2019,Sul,Rural,Total,16.1,22.3
75,2019,Sul,Total,Federal,14.5,16.3
76,2019,Sul,Urbana,Federal,14.5,16.3
77,2019,Sul,Rural,Federal,,16.6
78,2019,Sul,Total,Estadual,20.3,25.9
79,2019,Sul,Urbana,Estadual,20.3,26.0
80,2019,Sul,Rural,Estadual,20.5,23.3
81,2019,Sul,Total,Municipal,12.9,41.0
82,2019,Sul,Urbana,Municipal,12.8,42.0
83,2019,Sul,Rural,Municipal,14.0,32.1
84,2019,Sul,Total,Privada,2.6,5.0
85,2019,Sul,Urbana,Privada,2.6,4.9
86,2019,Sul,Rural,Privada,5.3,14.3
87,2019,Sul,Total,Pública,16.1,25.6
88,2019,Sul,Urbana,Pública,16.1,25.8
89,2019,Sul,Rural,Pública,16.1,22.5
90,2019,Centro-Oeste,Total,Total,12.9,22.9
91,2019,Centro-Oeste,Urbana,Total,12.4,22.5
92,2019,Centro-Oeste,Rural,Total,19.2,30.9
93,2019,Centro-Oeste,Total,Federal,8.7,12.9
94,2019,Centro-Oeste,Urbana,Federal,8.7,12.7
95,2019,Centro-Oeste,Rural,Federal,,13.3
96,2019,Centro-Oeste,Total,Estadual,17.6,26.1
97,2019,Centro-Oeste,Urbana,Estadual,17.5,25.6
98,2019,Centro-Oeste,Rural,Estadual,18.3,35.7
99,2019,Centro-Oeste,Total,Municipal,12.5,21.7
100,2019,Centro-Oeste,Urbana,Municipal,11.6,23.5
101,2019,Centro-Oeste,Rural,Municipal,19.8,17.8
102,2019,Centro-Oeste,Total,Privada,3.3,5.8
103,2019,Centro-Oeste,Urbana,Privada,3.2,5.6
104,2019,Centro-Oeste,Rural,Privada,13.1,19.3
105,2019,Centro-Oeste,Total,Pública,15.0,25.6
106,2019,Centro-Oeste,Urbana,Pública,14.5,25.2
107,2019,Centro-Oeste,Rural,Pública,19.3,31.5
108,2019,Rondônia,Total,Total,15.8,28.6
109,2019,Rondônia,Urbana,Total,14.8,28.5
110,2019,Rondônia,Rural,Total,21.2,30.5
111,2019,Rondônia,Total,Federal,,12.3
112,2019,Rondônia,Urbana,Federal,,12.0
113,2019,Rondônia,Rural,Federal,,13.1
114,2019,Rondônia,Total,Estadual,22.1,31.2
115,2019,Rondônia,Urbana,Estadual,21.2,30.8
116,2019,Rondônia,Rural,Estadual,37.6,45.9
117,2019,Rondônia,Total,Municipal,12.7,
118,2019,Rondônia,Urbana,Municipal,10.4,
119,2019,Rondônia,Rural,Municipal,18.8,
120,2019,Rondônia,Total,Privada,3.3,10.5
121,2019,Rondônia,Urbana,Privada,2.8,7.6
122,2019,Rondônia,Rural,Privada,10.2,22.5
123,2019,Rondônia,Total,Pública,17.2,29.8
124,2019,Rondônia,Urbana,Pública,16.3,29.6
125,2019,Rondônia,Rural,Pública,21.7,32.6
126,2019,Acre,Total,Total,23.5,28.5
127,2019,Acre,Urbana,Total,15.5,23.6
128,2019,Acre,Rural,Total,39.5,50.3
129,2019,Acre,Total,Federal,13.8,11.9
130,2019,Acre,Urbana,Federal,13.8,11.9
131,2019,Acre,Total,Estadual,23.3,30.3
132,2019,Acre,Urbana,Estadual,15.8,25.3
133,2019,Acre,Rural,Estadual,42.6,50.3
134,2019,Acre,Total,Municipal,26.4,
135,2019,Acre,Urbana,Municipal,17.9,
136,2019,Acre,Rural,Municipal,36.4,
137,2019,Acre,Total,Privada,2.5,5.0
138,2019,Acre,Urbana,Privada,2.5,5.0
139,2019,Acre,Total,Pública,24.5,29.5
140,2019,Acre,Urbana,Pública,16.4,24.6
141,2019,Acre,Rural,Pública,39.5,50.3
142,2019,Amazonas,Total,Total,21.5,40.1
143,2019,Amazonas,Urbana,Total,17.3,35.9
144,2019,Amazonas,Rural,Total,34.0,61.6
145,2019,Amazonas,Total,Federal,7.8,16.2
146,2019,Amazonas,Urbana,Federal,7.8,16.1
147,2019,Amazonas,Rural,Federal,,18.7
148,2019,Amazonas,Total,Estadual,17.4,42.2
149,2019,Amazonas,Urbana,Estadual,16.4,38.0
150,2019,Amazonas,Rural,Estadual,33.1,62.1
151,2019,Amazonas,Total,Municipal,25.4,
152,2019,Amazonas,Urbana,Municipal,20.2,
153,2019,Amazonas,Rural,Municipal,34.1,
154,2019,Amazonas,Total,Privada,5.4,7.4
155,2019,Amazonas,Urbana,Privada,5.4,7.3
156,2019,Amazonas,Rural,Privada,11.3,15.1
157,2019,Amazonas,Total,Pública,22.7,41.4
158,2019,Amazonas,Urbana,Pública,18.5,37.2
159,2019,Amazonas,Rural,Pública,34.1,61.7
160,2019,Roraima,Total,Total,19.9,27.2
161,2019,Roraima,Urbana,Total,17.2,24.4
162,2019,Roraima,Rural,Total,27.3,39.4
163,2019,Roraima,Total,Federal,5.2,22.2
164,2019,Roraima,Urbana,Federal,5.2,21.9
165,2019,Roraima,Rural,Federal,,23.8
166,2019,Roraima,Total,Estadual,26.4,28.7
167,2019,Roraima,Urbana,Estadual,23.8,25.9
168,2019,Roraima,Rural,Estadual,31.1,40.1
169,2019,Roraima,Total,Municipal,16.2,
170,2019,Roraima,Urbana,Municipal,14.9,
171,2019,Roraima,Rural,Municipal,21.2,
172,2019,Roraima,Total,Privada,3.6,7.1
173,2019,Roraima,Urbana,Privada,3.6,6.5
174,2019,Roraima,Rural,Privada,,45.0
175,2019,Roraima,Total,Pública,21.3,28.2
176,2019,Roraima,Urbana,Pública,18.8,25.6
177,2019,Roraima,Rural,Pública,27.3,39.4
178,2019,Pará,Total,Total,28.6,46.5
179,2019,Pará,Urbana,Total,24.5,45.7
180,2019,Pará,Rural,Total,36.6,54.0
181,2019,Pará,Total,Federal,9.0,24.2
182,2019,Pará,Urbana,Federal,9.0,22.9
183,2019,Pará,Rural,Federal,,69.6
184,2019,Pará,Total,Estadual,35.4,50.3
185,2019,Pará,Urbana,Estadual,34.9,49.9
186,2019,Pará,Rural,Estadual,42.5,54.1
187,2019,Pará,Total,Municipal,30.3,38.0
188,2019,Pará,Urbana,Municipal,25.8,38.0
189,2019,Pará,Rural,Municipal,36.5,
190,2019,Pará,Total,Privada,5.4,9.6
191,2019,Pará,Urbana,Privada,5.3,9.1
192,2019,Pará,Rural,Privada,19.1,40.0
193,2019,Pará,Total,Pública,31.0,49.8
194,2019,Pará,Urbana,Pública,27.6,49.3
195,2019,Pará,Rural,Pública,36.7,54.2
196,2019,Amapá,Total,Total,26.5,35.5
197,2019,Amapá,Urbana,Total,24.0,32.6
198,2019,Amapá,Rural,Total,36.1,53.6
199,2019,Amapá,Total,Federal,,19.3
200,2019,Amapá,Urbana,Federal,,19.3
201,2019,Amapá,Total,Estadual,33.1,39.0
202,2019,Amapá,Urbana,Estadual,30.5,36.4
203,2019,Amapá,Rural,Estadual,41.0,53.6
204,2019,Amapá,Total,Municipal,22.8,
205,2019,Amapá,Urbana,Municipal,22.2,
206,2019,Amapá,Rural,Municipal,25.8,
207,2019,Amapá,Total,Privada,3.0,7.6
208,2019,Amapá,Urbana,Privada,2.3,4.3
209,2019,Amapá,Rural,Privada,55.7,53.8
210,2019,Amapá,Total,Pública,28.9,37.9
211,2019,Amapá,Urbana,Pública,26.9,35.3
212,2019,Amapá,Rural,Pública,35.9,53.6
213,2019,Tocantins,Total,Total,15.9,27.2
214,2019,Tocantins,Urbana,Total,14.9,26.1
215,2019,Tocantins,Rural,Total,22.7,41.0
216,2019,Tocantins,Total,Federal,,15.1
217,2019,Tocantins,Urbana,Federal,,12.4
218,2019,Tocantins,Rural,Federal,,22.2
219,2019,Tocantins,Total,Estadual,26.6,29.2
220,2019,Tocantins,Urbana,Estadual,25.7,27.9
221,2019,Tocantins,Rural,Estadual,33.8,46.4
222,2019,Tocantins,Total,Municipal,11.5,
223,2019,Tocantins,Urbana,Municipal,10.1,
224,2019,Tocantins,Rural,Municipal,18.8,
225,2019,Tocantins,Total,Privada,3.3,7.7
226,2019,Tocantins,Urbana,Privada,3.3,7.0
227,2019,Tocantins,Rural,Privada,4.7,18.7
228,2019,Tocantins,Total,Pública,17.2,28.4
229,2019,Tocantins,Urbana,Pública,16.2,27.2
230,2019,Tocantins,Rural,Pública,23.1,42.1
231,2019,Maranhão,Total,Total,20.7,32.6
232,2019,Maranhão,Urbana,Total,18.4,30.5
233,2019,Maranhão,Rural,Total,24.5,44.5
234,2019,Maranhão,Total,Federal,17.0,18.1
235,2019,Maranhão,Urbana,Federal,21.0,16.6
236,2019,Maranhão,Rural,Federal,7.5,22.9
237,2019,Maranhão,Total,Estadual,38.1,34.1
238,2019,Maranhão,Urbana,Estadual,19.0,32.1
239,2019,Maranhão,Rural,Estadual,66.8,45.5
240,2019,Maranhão,Total,Municipal,22.1,75.6
241,2019,Maranhão,Urbana,Municipal,21.1,73.7
242,2019,Maranhão,Rural,Municipal,23.6,78.4
243,2019,Maranhão,Total,Privada,4.9,13.8
244,2019,Maranhão,Urbana,Privada,4.7,11.0
245,2019,Maranhão,Rural,Privada,7.7,42.2
246,2019,Maranhão,Total,Pública,22.6,33.7
247,2019,Maranhão,Urbana,Pública,21.1,31.7
248,2019,Maranhão,Rural,Pública,24.8,44.5
249,2019,Piauí,Total,Total,23.3,34.8
250,2019,Piauí,Urbana,Total,21.5,33.7
251,2019,Piauí,Rural,Total,28.4,52.7
252,2019,Piauí,Total,Federal,,17.9
253,2019,Piauí,Urbana,Federal,,17.1
254,2019,Piauí,Rural,Federal,,25.0
255,2019,Piauí,Total,Estadual,33.9,38.8
256,2019,Piauí,Urbana,Estadual,33.7,37.7
257,2019,Piauí,Rural,Estadual,53.6,55.2
258,2019,Piauí,Total,Municipal,25.1,53.4
259,2019,Piauí,Urbana,Municipal,23.5,52.0
260,2019,Piauí,Rural,Municipal,28.4,72.2
261,2019,Piauí,Total,Privada,8.0,11.8
262,2019,Piauí,Urbana,Privada,8.0,11.7
263,2019,Piauí,Rural,Privada,11.0,31.7
264,2019,Piauí,Total,Pública,25.9,37.7
265,2019,Piauí,Urbana,Pública,24.8,36.6
266,2019,Piauí,Rural,Pública,28.4,52.9
267,2019,Ceará,Total,Total,11.7,23.6
268,2019,Ceará,Urbana,Total,11.9,23.7
269,2019,Ceará,Rural,Total,11.2,21.9
270,2019,Ceará,Total,Federal,15.8,18.4
271,2019,Ceará,Urbana,Federal,15.8,17.3
272,2019,Ceará,Rural,Federal,,26.6
273,2019,Ceará,Total,Estadual,27.4,25.3
274,2019,Ceará,Urbana,Estadual,28.1,25.5
275,2019,Ceará,Rural,Estadual,24.1,21.7
276,2019,Ceará,Total,Municipal,13.0,
277,2019,Ceará,Urbana,Municipal,13.7,
278,2019,Ceará,Rural,Municipal,11.0,
279,2019,Ceará,Total,Privada,5.8,6.9
280,2019,Ceará,Urbana,Privada,5.8,6.7
281,2019,Ceará,Rural,Privada,2.2,54.2
282,2019,Ceará,Total,Pública,13.3,25.2
283,2019,Ceará,Urbana,Pública,14.1,25.4
284,2019,Ceará,Rural,Pública,11.2,21.8
285,2019,Rio Grande do Norte,Total,Total,22.9,41.4
286,2019,Rio Grande do Norte,Urbana,Total,22.4,41.0
287,2019,Rio Grande do Norte,Rural,Total,25.4,50.7
288,2019,Rio Grande do Norte,Total,Federal,0.5,25.0
289,2019,Rio Grande do Norte,Urbana,Federal,0.5,24.9
290,2019,Rio Grande do Norte,Rural,Federal,,25.8
291,2019,Rio Grande do Norte,Total,Estadual,32.5,48.6
292,2019,Rio Grande do Norte,Urbana,Estadual,32.5,48.2
293,2019,Rio Grande do Norte,Rural,Estadual,31.5,61.0
294,2019,Rio Grande do Norte,Total,Municipal,26.2,
295,2019,Rio Grande do Norte,Urbana,Municipal,26.5,
296,2019,Rio Grande do Norte,Rural,Municipal,25.2,
297,2019,Rio Grande do Norte,Total,Privada,5.4,8.7
298,2019,Rio Grande do Norte,Urbana,Privada,5.4,8.7
299,2019,Rio Grande do Norte,Rural,Privada,5.3,20.0
300,2019,Rio Grande do Norte,Total,Pública,27.8,46.0
301,2019,Rio Grande do Norte,Urbana,Pública,28.3,45.8
302,2019,Rio Grande do Norte,Rural,Pública,25.6,51.0
303,2019,Paraíba,Total,Total,23.0,31.6
304,2019,Paraíba,Urbana,Total,22.8,31.3
305,2019,Paraíba,Rural,Total,24.1,39.5
306,2019,Paraíba,Total,Federal,2.6,18.2
307,2019,Paraíba,Urbana,Federal,2.6,16.8
308,2019,Paraíba,Rural,Federal,,76.0
309,2019,Paraíba,Total,Estadual,34.3,37.1
310,2019,Paraíba,Urbana,Estadual,34.1,37.0
311,2019,Paraíba,Rural,Estadual,36.3,38.2
312,2019,Paraíba,Total,Municipal,25.9,77.9
313,2019,Paraíba,Urbana,Municipal,26.8,77.9
314,2019,Paraíba,Rural,Municipal,23.0,
315,2019,Paraíba,Total,Privada,6.2,6.6
316,2019,Paraíba,Urbana,Privada,6.2,6.6
317,2019,Paraíba,Rural,Privada,15.2,
318,2019,Paraíba,Total,Pública,27.6,36.1
319,2019,Paraíba,Urbana,Pública,28.5,36.0
320,2019,Paraíba,Rural,Pública,24.2,39.5
321,2019,Pernambuco,Total,Total,19.7,23.7
322,2019,Pernambuco,Urbana,Total,19.3,23.3
323,2019,Pernambuco,Rural,Total,21.3,30.6
324,2019,Pernambuco,Total,Federal,10.0,26.2
325,2019,Pernambuco,Urbana,Federal,10.0,26.2
326,2019,Pernambuco,Rural,Federal,,26.3
327,2019,Pernambuco,Total,Estadual,26.9,25.6
328,2019,Pernambuco,Urbana,Estadual,26.5,25.2
329,2019,Pernambuco,Rural,Estadual,30.1,31.1
330,2019,Pernambuco,Total,Municipal,23.2,71.9
331,2019,Pernambuco,Urbana,Municipal,24.1,100.0
332,2019,Pernambuco,Rural,Municipal,20.7,49.8
333,2019,Pernambuco,Total,Privada,7.0,7.3
334,2019,Pernambuco,Urbana,Privada,6.9,7.2
335,2019,Pernambuco,Rural,Privada,12.1,13.0
336,2019,Pernambuco,Total,Pública,23.8,25.7
337,2019,Pernambuco,Urbana,Pública,24.5,25.3
338,2019,Pernambuco,Rural,Pública,21.5,30.8
339,2019,Alagoas,Total,Total,22.3,32.8
340,2019,Alagoas,Urbana,Total,22.4,32.7
341,2019,Alagoas,Rural,Total,22.0,33.7
342,2019,Alagoas,Total,Federal,,24.8
343,2019,Alagoas,Urbana,Federal,,24.8
344,2019,Alagoas,Total,Estadual,31.5,37.4
345,2019,Alagoas,Urbana,Estadual,32.0,37.6
346,2019,Alagoas,Rural,Estadual,23.1,33.8
347,2019,Alagoas,Total,Municipal,25.1,
348,2019,Alagoas,Urbana,Municipal,26.5,
349,2019,Alagoas,Rural,Municipal,22.0,
350,2019,Alagoas,Total,Privada,5.9,8.9
351,2019,Alagoas,Urbana,Privada,5.8,8.9
352,2019,Alagoas,Rural,Privada,8.0,3.6
353,2019,Alagoas,Total,Pública,25.9,36.4
354,2019,Alagoas,Urbana,Pública,27.4,36.5
355,2019,Alagoas,Rural,Pública,22.1,33.8
356,2019,Sergipe,Total,Total,27.5,41.3
357,2019,Sergipe,Urbana,Total,26.5,40.8
358,2019,Sergipe,Rural,Total,31.2,51.7
359,2019,Sergipe,Total,Federal,12.3,31.8
360,2019,Sergipe,Urbana,Federal,12.3,29.3
361,2019,Sergipe,Rural,Federal,,35.8
362,2019,Sergipe,Total,Estadual,37.2,48.7
363,2019,Sergipe,Urbana,Estadual,37.3,48.3
364,2019,Sergipe,Rural,Estadual,32.3,54.8
365,2019,Sergipe,Total,Municipal,32.8,
366,2019,Sergipe,Urbana,Municipal,33.7,
367,2019,Sergipe,Rural,Municipal,31.5,
368,2019,Sergipe,Total,Privada,6.2,8.2
369,2019,Sergipe,Urbana,Privada,6.2,8.2
370,2019,Sergipe,Rural,Privada,7.0,
371,2019,Sergipe,Total,Pública,34.0,48.2
372,2019,Sergipe,Urbana,Pública,35.1,47.9
373,2019,Sergipe,Rural,Pública,31.5,51.7
374,2019,Bahia,Total,Total,27.2,41.9
375,2019,Bahia,Urbana,Total,26.2,41.7
376,2019,Bahia,Rural,Total,30.3,45.7
377,2019,Bahia,Total,Federal,17.5,23.2
378,2019,Bahia,Urbana,Federal,17.5,24.8
379,2019,Bahia,Rural,Federal,,11.6
380,2019,Bahia,Total,Estadual,46.1,45.9
381,2019,Bahia,Urbana,Estadual,46.1,45.7
382,2019,Bahia,Rural,Estadual,44.9,48.8
383,2019,Bahia,Total,Municipal,30.1,48.6
384,2019,Bahia,Urbana,Municipal,30.1,47.1
385,2019,Bahia,Rural,Municipal,30.2,49.5
386,2019,Bahia,Total,Privada,7.0,10.1
387,2019,Bahia,Urbana,Privada,6.9,9.0
388,2019,Bahia,Rural,Privada,14.9,29.2
389,2019,Bahia,Total,Pública,31.5,45.2
390,2019,Bahia,Urbana,Pública,32.0,45.1
391,2019,Bahia,Rural,Pública,30.4,47.0
392,2019,Minas Gerais,Total,Total,10.0,22.5
393,2019,Minas Gerais,Urbana,Total,10.0,22.5
394,2019,Minas Gerais,Rural,Total,10.1,21.7
395,2019,Minas Gerais,Total,Federal,11.9,17.1
396,2019,Minas Gerais,Urbana,Federal,11.9,18.4
397,2019,Minas Gerais,Rural,Federal,,13.1
398,2019,Minas Gerais,Total,Estadual,12.9,24.5
399,2019,Minas Gerais,Urbana,Estadual,12.8,24.5
400,2019,Minas Gerais,Rural,Estadual,13.8,24.7
401,2019,Minas Gerais,Total,Municipal,9.3,14.2
402,2019,Minas Gerais,Urbana,Municipal,9.3,13.8
403,2019,Minas Gerais,Rural,Municipal,9.0,25.7
404,2019,Minas Gerais,Total,Privada,2.9,7.3
405,2019,Minas Gerais,Urbana,Privada,2.9,6.9
406,2019,Minas Gerais,Rural,Privada,16.4,24.7
407,2019,Minas Gerais,Total,Pública,11.0,24.2
408,2019,Minas Gerais,Urbana,Pública,11.1,24.3
409,2019,Minas Gerais,Rural,Pública,10.1,21.5
410,2019,Espírito Santo,Total,Total,18.7,25.6
411,2019,Espírito Santo,Urbana,Total,18.6,25.8
412,2019,Espírito Santo,Rural,Total,19.0,21.6
413,2019,Espírito Santo,Total,Federal,,17.4
414,2019,Espírito Santo,Urbana,Federal,,17.2
415,2019,Espírito Santo,Rural,Federal,,18.4
416,2019,Espírito Santo,Total,Estadual,25.7,29.0
417,2019,Espírito Santo,Urbana,Estadual,26.2,29.2
418,2019,Espírito Santo,Rural,Estadual,19.0,22.7
419,2019,Espírito Santo,Total,Municipal,19.4,22.7
420,2019,Espírito Santo,Urbana,Municipal,19.5,
421,2019,Espírito Santo,Rural,Municipal,18.8,22.7
422,2019,Espírito Santo,Total,Privada,2.9,7.6
423,2019,Espírito Santo,Urbana,Privada,2.6,6.0
424,2019,Espírito Santo,Rural,Privada,30.0,23.8
425,2019,Espírito Santo,Total,Pública,20.9,28.0
426,2019,Espírito Santo,Urbana,Pública,21.2,28.3
427,2019,Espírito Santo,Rural,Pública,18.8,21.0
428,2019,Rio de Janeiro,Total,Total,22.0,34.9
429,2019,Rio de Janeiro,Urbana,Total,21.6,34.8
430,2019,Rio de Janeiro,Rural,Total,29.5,37.5
431,2019,Rio de Janeiro,Total,Federal,16.2,26.9
432,2019,Rio de Janeiro,Urbana,Federal,16.2,27.1
433,2019,Rio de Janeiro,Rural,Federal,,22.5
434,2019,Rio de Janeiro,Total,Estadual,45.2,41.4
435,2019,Rio de Janeiro,Urbana,Estadual,45.1,41.5
436,2019,Rio de Janeiro,Rural,Estadual,45.8,39.8
437,2019,Rio de Janeiro,Total,Municipal,26.1,34.5
438,2019,Rio de Janeiro,Urbana,Municipal,25.8,34.5
439,2019,Rio de Janeiro,Rural,Municipal,29.6,
440,2019,Rio de Janeiro,Total,Privada,8.2,11.7
441,2019,Rio de Janeiro,Urbana,Privada,8.2,11.7
442,2019,Rio de Janeiro,Rural,Privada,8.0,9.8
443,2019,Rio de Janeiro,Total,Pública,28.3,40.8
444,2019,Rio de Janeiro,Urbana,Pública,28.1,40.9
445,2019,Rio de Janeiro,Rural,Pública,30.9,38.9
446,2019,São Paulo,Total,Total,7.0,11.9
447,2019,São Paulo,Urbana,Total,7.0,11.9
448,2019,São Paulo,Rural,Total,8.4,8.8
449,2019,São Paulo,Total,Federal,0.9,6.1
450,2019,São Paulo,Urbana,Federal,0.9,6.1
451,2019,São Paulo,Total,Estadual,9.3,13.5
452,2019,São Paulo,Urbana,Estadual,9.3,13.6
453,2019,São Paulo,Rural,Estadual,13.1,8.9
454,2019,São Paulo,Total,Municipal,7.1,11.4
455,2019,São Paulo,Urbana,Municipal,7.1,11.3
456,2019,São Paulo,Rural,Municipal,6.9,16.9
457,2019,São Paulo,Total,Privada,2.3,4.2
458,2019,São Paulo,Urbana,Privada,2.3,4.2
459,2019,São Paulo,Rural,Privada,3.2,6.2
460,2019,São Paulo,Total,Pública,8.2,13.4
461,2019,São Paulo,Urbana,Pública,8.1,13.5
462,2019,São Paulo,Rural,Pública,8.8,9.0
463,2019,Paraná,Total,Total,10.8,18.0
464,2019,Paraná,Urbana,Total,10.7,18.0
465,2019,Paraná,Rural,Total,12.1,17.5
466,2019,Paraná,Total,Federal,11.8,6.8
467,2019,Paraná,Urbana,Federal,11.8,6.7
468,2019,Paraná,Rural,Federal,,10.8
469,2019,Paraná,Total,Estadual,18.8,20.7
470,2019,Paraná,Urbana,Estadual,18.8,20.8
471,2019,Paraná,Rural,Estadual,17.9,18.0
472,2019,Paraná,Total,Municipal,6.9,
473,2019,Paraná,Urbana,Municipal,6.8,
474,2019,Paraná,Rural,Municipal,8.0,
475,2019,Paraná,Total,Privada,1.8,3.7
476,2019,Paraná,Urbana,Privada,1.8,3.7
477,2019,Paraná,Rural,Privada,4.9,7.6
478,2019,Paraná,Total,Pública,12.3,20.4
479,2019,Paraná,Urbana,Pública,12.3,20.5
480,2019,Paraná,Rural,Pública,12.2,17.8
481,2019,Santa Catarina,Total,Total,12.4,21.6
482,2019,Santa Catarina,Urbana,Total,12.4,21.6
483,2019,Santa Catarina,Rural,Total,11.6,20.2
484,2019,Santa Catarina,Total,Federal,11.0,14.8
485,2019,Santa Catarina,Urbana,Federal,11.0,15.1
486,2019,Santa Catarina,Rural,Federal,,10.7
487,2019,Santa Catarina,Total,Estadual,17.8,24.6
488,2019,Santa Catarina,Urbana,Estadual,17.9,24.7
489,2019,Santa Catarina,Rural,Estadual,16.7,22.0
490,2019,Santa Catarina,Total,Municipal,11.3,11.0
491,2019,Santa Catarina,Urbana,Municipal,11.5,6.5
492,2019,Santa Catarina,Rural,Municipal,9.5,25.0
493,2019,Santa Catarina,Total,Privada,2.7,4.5
494,2019,Santa Catarina,Urbana,Privada,2.7,4.5
495,2019,Santa Catarina,Rural,Privada,0.7,0.0
496,2019,Santa Catarina,Total,Pública,13.8,24.1
497,2019,Santa Catarina,Urbana,Pública,14.1,24.2
498,2019,Santa Catarina,Rural,Pública,11.6,20.3
499,2019,Rio Grande do Sul,Total,Total,19.3,29.9
500,2019,Rio Grande do Sul,Urbana,Total,19.1,29.9
501,2019,Rio Grande do Sul,Rural,Total,21.0,29.7
502,2019,Rio Grande do Sul,Total,Federal,17.4,22.7
503,2019,Rio Grande do Sul,Urbana,Federal,17.4,23.6
504,2019,Rio Grande do Sul,Rural,Federal,,19.0
505,2019,Rio Grande do Sul,Total,Estadual,23.7,33.4
506,2019,Rio Grande do Sul,Urbana,Estadual,23.6,33.4
507,2019,Rio Grande do Sul,Rural,Estadual,24.8,33.2
508,2019,Rio Grande do Sul,Total,Municipal,20.2,44.9
509,2019,Rio Grande do Sul,Urbana,Municipal,20.3,45.9
510,2019,Rio Grande do Sul,Rural,Municipal,19.4,34.7
511,2019,Rio Grande do Sul,Total,Privada,3.6,7.3
512,2019,Rio Grande do Sul,Urbana,Privada,3.6,7.1
